Word,Infinitive,English_Translation,Word_Type,Jaro_Score
volo,volo,flight,nm,0.47222222222222215
attraverso,attraverso,through,"prep, adv",0.49523809523809526
riesce,riuscire,to succeed,verb,0.6
differenza,differenza,difference,nf,0.8666666666666667
apri,aprire,to open,verb,0.0
passi,passo,steps,"m, pl",0.4666666666666666
uscito,uscire,exited,"verb, adj, nm",0.5555555555555555
coi,con il,with the,"prep, art",0.4861111111111111
codice,codice,code,nm,0.8888888888888888
lato,lato,side,nm,0.0
hotel,hotel,hotel,nm,1.0
maggiore,maggiore,greater,"adj, nm",0.5238095238095238
farsi,farsi,to become,verb,0.0
uniti,unire,united,"adj, verb",0.8222222222222223
trovata,trovare,to find,verb,0.5238095238095238
eccolo,eccolo,here he is,"adv, pron",0.4222222222222222
carne,carne,meat,nf,0.48333333333333334
lavorato,lavorare,worked,"adj, verb",0.5277777777777778
star,star,star,nf,1.0
umano,umano,human,"adj, nm",0.8666666666666667
certa,certo,certain,"adj, f, sg",0.9047619047619048
miglior,migliore,best,"adj, nm",0.0
averti,avere,to have you,"verb, obj",0.51010101010101
de,de,of,prep,0.0
pagato,pagare,paid,"verb, adj",0.611111111111111
libera,liberare,free,"adj, verb",0.47222222222222215
avrà,avere,to have,verb,0.0
vorrebbe,volere,to want,verb,0.4226190476190476
caldo,caldo,hot,"adj, nm",0.0
pelle,pelle,skin,nf,0.0
interno,interno,internal,"adj, nm",0.8690476190476191
temo,temere,to fear,verb,0.5952380952380952
leggere,leggere,to read,verb,0.35714285714285715
comandante,comandante,commander,nmf,0.825925925925926
cerco,cercare,to search,verb,0.37407407407407406
avrebbero,avere,to have,verb,0.41798941798941797
pomeriggio,pomeriggio,afternoon,nm,0.5444444444444444
documenti,documento,documents,"m, pl",0.9259259259259259
farei,fare,to do,verb,0.0
giudice,giudice,judge,"nm, nf",0.6761904761904761
mostro,mostro,monster,nm,0.8492063492063492
destra,destro,right,"adj, nf",0.45555555555555555
luna,luna,moon,nf,0.5
ringrazio,ringraziare,to thank,verb,0.41203703703703703
guardando,guardare,to look,verb,0.41798941798941797
pericoloso,pericoloso,dangerous,adj,0.6148148148148148
buone,buono,good,adj,0.48333333333333334
affare,affare,affair,nm,0.888888888888889
figliolo,figliolo,son,nm,0.0
jake,jacer,to throw,verb,0.0
vino,vino,wine,nm,0.6666666666666666
passa,passare,to pass,verb,0.3952380952380952
presente,presente,present,"adj, nm",0.9583333333333334
ordini,ordine,orders,"nm, pl",0.6666666666666666
arrivederci,arrivederci,goodbye,interj,0.32251082251082247
caffè,caffè,coffee,nm,0.7000000000000001
barca,barca,boat,nf,0.6333333333333333
maledizione,maledizione,curse,nf,0.43030303030303035
nuovi,nuovo,new,"adj, m, pl",0.5111111111111111
vederlo,vedere,to see it,"verb, dir obj",0.5026455026455027
lezione,lezione,lesson,nf,0.746031746031746
intero,intero,whole,"adj, nm",0.45555555555555555
dia,dare,give,verb,0.5277777777777778
partire,partire,to leave,verb,0.5119047619047619
venuti,venire,come,"verb, m, pl",0.47222222222222215
sogni,sogno,dreams,"nm, pl",0.0
chiedendo,chiedere,to ask,verb,0.0
alta,alto,high,adj,0.0
nord,nord,north,nm,0.7833333333333333
pensate,pensare,to think,verb,0.4226190476190476
jimmy,jimmare,crowbar,verb,0.0
parlarti,parlare,to speak to you,"verb, indir obj",0.4138888888888889
perciò,perciò,therefore,"conj, adv",0.5185185185185185
congratulazioni,congratulazione,congratulations,"nf, pl",0.9111111111111111
data,data,date,"nf, sg",0.8333333333333334
sposato,sposare,married,"adj, verb",0.0
gliel',glielo,it to him,pron,0.4259259259259259
sembrare,sembrare,to seem,verb,0.6011904761904762
treno,treno,train,nm,0.7333333333333334
radio,radio,radio,nf,1.0
l,il,the,art,0.0
comune,comune,common,"adj, nm",0.7777777777777777
cattivo,cattivo,bad,"adj, nm",0.4920634920634921
imparato,imparare,to learn,verb,0.5
smettere,smettere,to stop,verb,0.4900793650793651
ottima,ottimo,excellent,adj,0.0
aiutarmi,aiutare,to help me,"verb, dir obj",0.48333333333333334
ama,amare,to love,verb,0.0
intera,intero,whole,adj,0.45555555555555555
responsabile,responsabile,responsible,"adj, nmf",0.9419191919191919
abbiano,avere,to have,verb,0.42857142857142855
lascio,lasciare,to leave,verb,0.4305555555555555
farcela,farcela,to make it,verb,0.49523809523809526
bomba,bomba,bomb,nf,0.9333333333333332
agenti,agente,agents,"nm, pl",0.888888888888889
belle,bello,beautiful,"adj, nf, pl",0.5407407407407407
m',mi,me,pron,0.6666666666666666
pochi,poco,few,"adj, pron",0.0
san,santo,saint,"adj, nm",0.8666666666666667
clienti,cliente,customers,"nmf, pl",0.4761904761904761
periodo,periodo,period,nm,0.9523809523809524
energia,energia,energy,nf,0.8492063492063492
segno,segno,sign,nm,0.7833333333333333
mangiato,mangiare,to eat,verb,0.5277777777777778
calmati,calmarsi,to calm down,"verb, sentence",0.576984126984127
chiudi,chiudere,to close,verb,0.4305555555555555
posti,posto,places,"nm, pl",0.45555555555555555
accidenti,accidente,damn,"interj, nm, pl",0.5740740740740741
bellissimo,bello,beautiful,adj,0.5444444444444444
quegli,quello,those,"adj, pron",0.45555555555555555
dovrebbero,dovere,they should,verb,0.46060606060606063
vivi,vivo,alive,"adj, m, pl",0.6333333333333333
speranza,speranza,hope,nf,0.5833333333333334
rischio,rischio,risk,nm,0.7261904761904763
caffe,caffè,coffee,nm,0.8222222222222223
rosso,rosso,red,"adj, nm",0.5111111111111111
soprattutto,soprattutto,especially,adv,0.5242424242424243
combattere,combattere,to fight,verb,0.48333333333333334
tocca,toccare,to touch,verb,0.6583333333333333
operazione,operazione,operation,nf,0.8962962962962964
zia,zio,aunt,nf,0.0
sexy,sexy,sexy,adj,1.0
gamba,gamba,leg,nf,0.0
biglietto,biglietto,ticket,nm,0.611111111111111
pazza,pazzo,crazy,"adj, nf",0.6
ufficiale,ufficiale,official,"adj, nm",0.8842592592592592
vorresti,volere,to want,verb,0.5119047619047619
vincere,vincere,to win,verb,0.0
gambe,gamba,legs,"nf, pl",0.0
pressione,pressione,pressure,nf,0.8055555555555555
farle,fare,to do them,"verb, dir obj",0.43333333333333335
seguito,seguire,followed,"adj, nm, verb",0.4226190476190476
nascosto,nascondere,hidden,"adj, verb",0.0
maestro,maestro,teacher,"nm, adj",0.5079365079365079
fantastica,fantastico,fantastic,adj,0.9666666666666667
benvenuto,benvenuto,welcome,"adj, nm, interj",0.5026455026455027
and,e,and,conj,1.0
sarebbero,essere,to be,verb,0.37407407407407406
offerta,offerta,offer,nf,0.9047619047619048
ami,amare,to love,verb,0.0
vite,vite,screw,nf,0.48333333333333334
scherzo,scherzo,joke,nm,0.46428571428571425
qualcos',qualcosa,something,pron,0.0
finta,finto,feint,"nf, adj",0.8666666666666667
testimone,testimone,witness,nmf,0.5052910052910052
fratelli,fratello,brothers,"nm, pl",0.5833333333333334
banca,banca,bank,nf,0.7833333333333333
aprire,aprire,to open,verb,0.4365079365079365
potesse,potere,to be able,verb,0.5738095238095239
stronzate,stronzata,nonsense,"nf, pl",0.5648148148148148
indirizzo,indirizzo,address,nm,0.5026455026455027
tale,tale,such,"adj, pron, nm",0.0
ottenere,ottenere,to obtain,verb,0.4583333333333333
potessi,potere,to be able to,verb,0.442002442002442
jim,gym,gym,nf,0.5555555555555555
esperienza,esperienza,experience,nf,0.7999999999999999
portata,portare,course,"nf, verb",0.5396825396825397
messa,messa,mass,nf,0.7833333333333333
steve,scrivere,wrote,verb,0.4666666666666666
piangere,piangere,to cry,verb,0.4305555555555555
bill,bill,bill,nm,1.0
segreti,segreto,secrets,"nm, pl",0.8095238095238096
scorso,scorso,last,"adj, m",0.47222222222222215
tony,tony,tracksuit,nm,0.4537037037037037
lasciate,lasciare,to leave,verb,0.47222222222222215
andremo,andare,to go,verb,0.44761904761904764
sud,sud,south,nm,0.6888888888888888
uccisa,uccidere,to kill,"verb, adj",0.4365079365079365
darmi,dare,to give me,"verb, pron",0.43333333333333335
torni,tornare,to return,verb,0.6444444444444445
pianeta,pianeta,planet,nm,0.8492063492063492
darti,dare,to give you,"verb, pron",0.5272727272727272
inoltre,inoltre,moreover,"adv, conj",0.6011904761904762
serie,serie,series,nf,0.9444444444444445
esci,uscire,to go out,verb,0.0
ray,ray,ray,nm,1.0
vittime,vittima,victims,"nf, pl",0.8095238095238096
diversi,diverso,several,"adj, pron",0.5079365079365079
porca,porco,pig,"nf, adj",0.5111111111111111
guida,guidare,guide,"verb, nf",0.8666666666666667
prezzo,prezzo,price,nm,0.7000000000000001
strana,strano,strange,adj,0.8492063492063492
arrabbiato,arrabbiare,angry,"adj, verb",0.5333333333333333
vecchi,vecchio,old,"adj, m, pl",0.0
verrà,venire,to come,verb,0.0
orribile,orribile,horrible,adj,0.9166666666666666
ritorno,ritornare,return,"nm, verb",0.746031746031746
entrato,entrare,entered,"verb, adj",0.7142857142857143
animali,animale,animals,"nm, pl",0.9047619047619048
enorme,enorme,enormous,adj,0.8194444444444445
metto,mettere,to put,verb,0.5777777777777778
harry,harrire,to harry,verb,0.875
passaggio,passaggio,passage,nm,0.8412698412698413
imparare,imparare,to learn,verb,0.47222222222222215
progetto,progetto,project,nm,0.7797619047619048
danno,danno,damage,nm,0.5777777777777778
naturalmente,naturalmente,naturally,adv,0.7870370370370371
colpevole,colpevole,guilty,"adj, nmf",0.4259259259259259
ragazzino,ragazzino,young boy,nm,0.48148148148148145
metri,metro,meters,"nm, pl",0.8222222222222223
tommy,tommy,Tommy,nm,0.8666666666666667
chiavi,chiave,keys,"nf, pl",0.0
mossa,mossa,move,nf,0.6333333333333333
finestra,finestra,window,nf,0.5277777777777778
suppongo,supporre,to suppose,verb,0.6722222222222222
destino,destino,destiny,nm,0.9047619047619048
molta,molto,much,"adj, adv",0.48333333333333334
saltare,saltare,to jump,verb,0.0
correre,correre,to run,verb,0.5396825396825397
frega,fregare,to care,verb,0.44761904761904764
edificio,edificio,building,nm,0.47222222222222215
colazione,colazione,breakfast,nf,0.40740740740740744
collo,collo,neck,nm,0.0
difesa,difesa,defense,nf,0.6626984126984127
diro,dire,to say,verb,0.47222222222222215
vicini,vicino,neighbors,"nm, pl, adj",0.4259259259259259
fiducia,fiducia,trust,nf,0.44761904761904764
aiutato,aiutare,to help,verb,0.0
maggior,maggiore,greater,"adj, nm",0.5079365079365079
avermi,avere,to have me,"verb, obj",0.6888888888888888
saprei,sapere,to know,verb,0.0
capisce,capire,to understand,verb,0.3131868131868132
ristorante,ristorante,restaurant,nm,0.7523809523809524
nomi,nome,names,"nm, pl",0.6333333333333333
laboratorio,laboratorio,laboratory,nm,0.9060606060606061
scegliere,scegliere,to choose,verb,0.48148148148148145
comando,comandare,command,"nm, verb",0.9047619047619048
chiedi,chiedere,to ask,verb,0.0
arte,arte,art,nf,0.9166666666666666
meta,meta,goal,nf,0.5
discorso,discorso,speech,nm,0.5277777777777778
nove,nove,nine,"num, nm",0.6666666666666666
avra,avere,will have,verb,0.4537037037037037
segnale,segnale,signal,nm,0.8492063492063492
perfetta,perfetto,perfect,adj,0.8690476190476191
fortunato,fortunato,lucky,"adj, nm",0.43703703703703706
libri,libro,books,"nm, pl",0.0
carriera,carriera,career,nf,0.7527777777777779
blu,blu,blue,"adj, nm",0.9166666666666666
cominciare,cominciare,to start,verb,0.5583333333333333
muro,muro,wall,nm,0.0
will,volontà,will,nf,1.0
tranne,tranne,except,"prep, conj",0.4444444444444444
bob,bob,bob,nm,1.0
proteggere,proteggere,to protect,verb,0.5333333333333333
prendendo,prendere,to take,verb,0.41798941798941797
dubbio,dubbio,doubt,nm,0.7000000000000001
dati,dato,data,"nm, pl",0.8333333333333334
stazione,stazione,station,nf,0.8690476190476191
emergenza,emergenza,emergency,nf,0.8518518518518517
giustizia,giustizia,justice,nf,0.5052910052910052
immediatamente,immediatamente,immediately,adv,0.8203463203463204
odore,odore,smell,nm,0.0
umani,umano,human,"adj, nm, pl",0.8666666666666667
college,college,boarding school,nm,0.47301587301587295
ascolti,ascoltare,to listen,"verb, nm",0.5886243386243386
contrario,contrario,opposite,"adj, nm",0.4583333333333333
terzo,terzo,third,"adj, nm",0.6
preoccupare,preoccupare,to worry,verb,0.43813131313131315
locale,locale,local,"adj, nm",0.9444444444444445
mette,mettere,to put,verb,0.5777777777777778
faranno,fare,to do,verb,0.44761904761904764
battaglia,battaglia,battle,nf,0.7962962962962963
aiutarla,aiutare,to help her,"verb, obj",0.4772727272727273
diverse,diverso,different,adj,0.7566137566137566
notato,notare,noticed,"verb, adj",0.6428571428571429
chiamate,chiamare,to call,"verb, nf",0.5119047619047619
sceriffo,sceriffo,sheriff,nm,0.8690476190476191
sembrano,sembrare,to seem,verb,0.5119047619047619
evitare,evitare,to avoid,verb,0.4900793650793651
spirito,spirito,spirit,nm,0.9523809523809524
seduto,seduto,sitting,"adj, nm",0.5396825396825397
bianca,bianco,white,"adj, nf",0.45555555555555555
ryan,ryan,Ryan,nm,0.8333333333333334
lingua,lingua,language,nf,0.8194444444444445
dipartimento,dipartimento,department,nm,0.8833333333333333
controllato,controllare,checked,"adj, verb",0.41125541125541126
massimo,massimo,maximum,"adj, nm",0.7142857142857143
praticamente,praticamente,practically,adv,0.6922799422799423
riunione,riunione,meeting,nf,0.5119047619047619
po',poco,little,"adv, nm",0.0
rumore,rumore,noise,nm,0.5777777777777778
torta,torta,cake,nf,0.0
guardami,guardare,look at me,"verb, obj",0.48333333333333334
dirò,dire,to say,verb,0.0
accanto,accanto,beside,"adv, prep",0.0
eroe,eroe,hero,nm,0.8333333333333334
turno,turno,turn,nm,0.9333333333333332
piccoli,piccolo,small,"adj, m, pl",0.44761904761904764
entrambe,entrambi,both,"adj, pron",0.4583333333333333
dovremo,dovere,to have to,verb,0.6571428571428571
potrai,potere,to be able to,verb,0.46581196581196577
londra,londra,London,nf,0.6666666666666666
vedrai,vedere,to see,verb,0.0
punti,punto,points,"nm, pl",0.7388888888888889
fiori,fiore,flowers,"nm, pl",0.6761904761904761
vederla,vedere,to see her,"verb, dir obj",0.49523809523809526
persino,persino,even,adv,0.5952380952380952
ovvio,ovvio,obvious,adj,0.7904761904761904
furgone,furgone,van,nm,0.0
amy,amy,ami,nm,0.7777777777777777
coppia,coppia,couple,nf,0.6666666666666666
ridere,ridere,to laugh,verb,0.0
inizia,iniziare,to start,verb,0.4305555555555555
pausa,pausa,pause,nf,0.8666666666666667
billy,billy,billy goat,nm,0.8333333333333334
grave,grave,serious,adj,0.44761904761904764
vedete,vedere,to see,verb,0.5555555555555555
memoria,memoria,memory,nf,0.8492063492063492
dovevi,dovere,to have to,verb,0.6
aiutami,aiutare,help me,"verb, pron",0.42857142857142855
tranquilla,tranquillo,quiet,adj,0.5666666666666668
cosi',cosi',thus,"adv, conj",0.48333333333333334
naso,naso,nose,nm,0.6666666666666666
andava,andare,to go,verb,0.0
nemico,nemico,enemy,"nm, adj",0.5888888888888889
mangia,mangiare,to eat,verb,0.4444444444444444
chiudere,chiudere,to close,verb,0.5
felici,felice,happy,"adj, pl",0.0
colonnello,colonnello,colonel,nm,0.9
palla,palla,ball,nf,0.7833333333333333
giovani,giovane,young,"adj, nmf, pl",0.5619047619047619
richard,Richard,Richard,nm,0.9047619047619048
nuove,nuovo,new,"adj, pl",0.5111111111111111
costa,costare,coast,"nf, verb",0.8666666666666667
laggiù,laggiù,down there,adv,0.0
lee,leggere,she reads,verb,0.6296296296296297
scatola,scatola,box,nf,0.0
torniamo,tornare,to return,verb,0.5694444444444444
albero,albero,tree,nm,0.47222222222222215
you,tu,tu,pron,0.0
tribunale,tribunale,court,nm,0.37407407407407406
razza,razza,race,nf,0.6333333333333333
anello,anello,ring,nm,0.47222222222222215
prenda,prendere,to take,verb,0.4365079365079365
idee,idea,idea,"nf, pl",0.8333333333333334
piede,piede,foot,nm,0.0
ferita,ferita,wound,nf,0.0
ferito,ferito,wounded,"adj, nm",0.0
cerchi,cerchio,circles,"nm, pl",0.6428571428571429
preoccupato,preoccupare,worried,"adj, verb",0.45598845598845594
verra,venire,to come,verb,0.0
sentimenti,sentimento,feelings,"nm, pl",0.5499999999999999
arresto,arresto,arrest,nm,0.9523809523809524
project,progetto,project,nm,1.0
averla,avere,to have it,"verb, obj",0.6
dà,dare,gives,verb,0.0
soldato,soldato,soldier,nm,0.7142857142857143
natura,natura,nature,nf,0.888888888888889
cominciato,cominciare,started,verb,0.4142857142857143
inutile,inutile,useless,adj,0.6190476190476191
casi,caso,cases,"m, pl",0.7833333333333333
prendiamo,prendere,to take,verb,0.41798941798941797
colore,colore,color,nm,0.9444444444444445
basso,basso,low,"adj, nm",0.0
uso,usare,use,"nm, verb",0.7777777777777777
don,don,don,nm,1.0
anzi,anzi,rather,"adv, conj",0.47222222222222215
storie,storia,stories,"nf, pl",0.9523809523809524
digli,dire,tell him,"verb, obj",0.5499999999999999
daniel,Daniel,Daniel,nm,0.888888888888889
preferito,preferito,favorite,"adj, nm",0.5935185185185184
dirle,dire,to tell her,"verb, indir obj",0.3606060606060606
utile,utile,useful,"adj, nm",0.5888888888888889
cattiva,cattivo,bad,"adj, nf",0.4920634920634921
cani,cane,dogs,"nm, pl",0.0
sparare,sparare,to shoot,verb,0.4226190476190476
parigi,Parigi,Paris,f,0.7000000000000001
diventa,diventare,to become,verb,0.41798941798941797
chiamano,chiamare,to call,verb,0.5119047619047619
ascoltare,ascoltare,to listen,verb,0.6296296296296297
kevin,kevin,Kevin,nm,0.8666666666666667
decidere,decidere,to decide,verb,0.8055555555555555
professore,professore,teacher,nm,0.46507936507936504
fidanzato,fidanzato,fiancé,"adj, nm",0.7037037037037037
andartene,andarsene,to leave,verb,0.4583333333333333
legale,legale,legal,"adj, nmf",0.9444444444444445
carte,carta,paper,"nf, pl",0.6
compito,compito,task,nm,0.0
srt,short,short,adj,0.5111111111111111
stronza,stronzo,bitch,"nf, adj, other",0.44761904761904764
contenta,contento,happy,adj,0.0
provi,provare,to try,verb,0.45555555555555555
los,il,the,"art, m, pl",0.0
corte,corto,short,"adj, pl",0.7333333333333334
tengo,tenere,to hold,verb,0.5619047619047619
pesce,pesce,fish,nm,0.48333333333333334
pensano,pensare,to think,verb,0.4226190476190476
johnny,johnny,Johnny,nm,0.888888888888889
obiettivo,obiettivo,objective,"nm, adj",0.7777777777777777
incontrare,incontrare,to meet,verb,0.46507936507936504
nato,nascere,born,"adj, verb",0.0
visti,vedere,to see,verb,0.45555555555555555
show,show,to show,verb,0.46428571428571425
conta,contare,to count,"verb, nf",0.5472222222222222
accesso,accesso,access,nm,0.9523809523809524
breve,breve,short,"adj, nm",0.0
risolvere,risolvere,to solve,verb,0.6601851851851852
isola,isola,island,nf,0.8222222222222223
povero,povero,poor,"adj, nm",0.75
stavolta,stavolta,this time,adv,0.4583333333333333
mark,marca,brand,"f, pl",0.4666666666666666
affrontare,affrontare,to face,verb,0.5738095238095239
poliziotti,poliziotto,police officers,"nm, pl",0.6111111111111112
opera,opera,work,nf,0.6333333333333333
anna,annaffiare,I water,verb,0.46428571428571425
buoni,buono,good,"adj, nm",0.48333333333333334
ballare,ballare,to dance,verb,0.5119047619047619
bacio,bacio,kiss,nm,0.0
resti,resto,remains,"nm, pl",0.6761904761904761
funzionato,funzionare,to work,verb,0.4142857142857143
bordo,bordo,edge,nm,0.0
sbaglio,sbaglio,mistake,nm,0.5238095238095238
giochi,gioco,games,"m, pl",0.45555555555555555
verde,verde,green,"adj, nm",0.6222222222222222
saremmo,essere,to be,verb,0.44761904761904764
aperta,aprire,open,"adj, verb",0.611111111111111
improvviso,improvviso,sudden,"adj, nm",0.0
continui,continuare,to continue,verb,0.7895021645021645
fianco,fianco,side,nm,0.47222222222222215
alzati,alzarsi,to get up,verb,0.4259259259259259
accettare,accettare,to accept,verb,0.7037037037037037
metà,metà,half,nf,0.0
continuo,continuo,continuous,"adj, nm",0.9333333333333332
peso,peso,weight,nm,0.47222222222222215
piaciuto,piacere,liked,verb,0.44166666666666665
stile,stile,style,nm,0.8666666666666667
corsa,corsa,race,nf,0.0
entrata,entrata,entrance,nf,0.7797619047619048
soluzione,soluzione,solution,nf,0.8842592592592592
maria,maria,Mary,nf,0.6333333333333333
fanculo,fanculo,fuck off,interj,0.6071428571428571
contratto,contratto,contract,nm,0.8842592592592592
arrabbiata,arrabbiato,angry,"adj, nf",0.5333333333333333
fermare,fermare,to stop,verb,0.0
retro,retro,back,"nm, adj, adv",0.0
meraviglioso,meraviglioso,wonderful,adj,0.5277777777777778
guidare,guidare,to drive,verb,0.6071428571428571
denti,dente,teeth,"nm, pl",0.6
mandare,mandare,to send,verb,0.42857142857142855
fidati,fidarsi,to trust,verb,0.4305555555555555
sveglia,sveglia,alarm clock,nf,0.48917748917748916
tiene,tenere,to hold,verb,0.44761904761904764
ultimamente,ultimamente,lately,adv,0.5934343434343434
creato,creare,created,"verb, adj, m",0.8492063492063492
prendermi,prendere,to take me,"verb, dir obj",0.4333333333333333
kate,andare,to go,verb,0.0
dipende,dipendere,to depend,verb,0.7301587301587301
innocente,innocente,innocent,"adj, nmf",0.9629629629629629
scopo,scopo,purpose,nm,0.3952380952380952
coltello,coltello,knife,nm,0.44166666666666665
chris,Chris,Chris,nmf,0.8666666666666667
fila,fila,row,nf,0.0
magia,magia,magic,nf,0.8666666666666667
effetto,effetto,effect,nm,0.8492063492063492
procuratore,procuratore,prosecutor,nm,0.8007575757575758
ricordare,ricordare,to remember,verb,0.436026936026936
smesso,smettere,to stop,verb,0.5396825396825397
dna,e,and,conj,0.5555555555555555
vendere,vendere,to sell,verb,0.42857142857142855
pantaloni,pantalone,trousers,"m, pl",0.41203703703703703
miss,miss,miss,nf,1.0
centrale,centrale,central,"adj, nf",0.9583333333333334
azione,azione,action,nf,0.7777777777777777
principe,principe,prince,nm,0.9166666666666666
cadavere,cadavere,corpse,nm,0.5277777777777778
chiusa,chiuso,closed,"adj, nf",0.5555555555555555
fede,fede,faith,nf,0.48333333333333334
nipote,nipote,grandchild,nmf,0.4222222222222222
andro,andare,to go,verb,0.4666666666666666
soldati,soldato,soldier,"nm, pl",0.8095238095238096
conti,conto,counts,"nm, pl",0.8222222222222223
finisce,finire,to finish,verb,0.7566137566137566
stavano,stare,to stay,verb,0.5238095238095238
riuscita,riuscita,success,nf,0.4900793650793651
troveremo,trovare,to find,verb,0.5026455026455027
stampa,stampare,press,"nf, verb",0.0
of,di,of,prep,1.0
assistente,assistente,assistant,nmf,0.8962962962962964
ognuno,ognuno,everyone,pron,0.3611111111111111
robert,rompere,to break,verb,0.6388888888888888
debole,debole,weak,"adj, nmf",0.47222222222222215
risultati,risultato,results,"nm, pl",0.7566137566137566
ridicolo,ridicolo,ridiculous,"adj, nm",0.8107142857142856
sii,essere,be,verb,0.0
vaffanculo,vaffanculo,fuck you,interj,0.5499999999999999
andarci,andarci,to go there,verb,0.0
adam,adamante,adamant,"adj, nm",0.8571428571428571
dirtelo,dire,to tell you it,"verb, pron",0.5357142857142857
grandioso,grandioso,grand,adj,0.8518518518518517
americano,americano,American,"adj, nm",0.8842592592592592
gesù,gesù,Jesus,nm,0.6333333333333333
francese,francese,French,"adj, nmf",0.6388888888888888
chiederti,chiedere,to ask you,"verb, pron",0.0
faresti,fare,to do,verb,0.0
taxi,taxi,taxi,nm,1.0
sottotitoli,sottotitolo,subtitles,"nm, pl",0.6033670033670034
creare,creare,to create,verb,0.7962962962962963
peggiore,peggiore,worse,"adj, nmf",0.44166666666666665
bevuto,bere,to drink,verb,0.0
rimasta,rimanere,remained,"adj, verb",0.6071428571428571
angolo,angolo,corner,nm,0.38888888888888884
latte,latte,milk,nm,0.0
buio,buio,darkness,"nm, adj",0.0
siate,essere,to be,verb,0.4666666666666666
malattia,malattia,disease,nf,0.4226190476190476
gatto,gatto,cat,nm,0.6888888888888888
suona,suonare,to play,verb,0.5619047619047619
troviamo,trovare,to find,verb,0.6011904761904762
brian,brire,howls,"verb, m, pl",0.0
estate,estate,summer,nf,0.5555555555555555
scomparsa,scomparso,disappearance,"nf, adj",0.5133903133903134
fargli,fare,to make him,"verb, pron",0.5050505050505051
risposto,rispondere,answered,verb,0.4166666666666667
condizioni,condizione,conditions,"nf, pl",0.8666666666666667
muoviti,muovere,to move,"verb, sentence",0.5238095238095238
charles,charles,Charles,nm,0.9047619047619048
angeles,angelo,angels,"nm, pl",0.9523809523809524
fiume,fiume,river,nm,0.6
schiena,schiena,back,nf,0.46428571428571425
sindaco,sindaco,mayor,nm,0.0
nonostante,nonostante,despite,"prep, conj, adv",0.5761904761904763
reso,rendere,rendered,"verb, nm",0.5833333333333334
campagna,campagna,countryside,nf,0.4772727272727273
andrai,andare,to go,verb,0.0
tenuto,tenere,held,"adj, verb",0.47222222222222215
paga,pagare,to pay,verb,0.47222222222222215
seguire,seguire,to follow,verb,0.0
cerchiamo,cercare,to look for,verb,0.4006734006734007
scott,cuocere,cooked,"adj, verb",0.5777777777777778
coglione,coglione,idiot,"nm, adj",0.3833333333333333
rachel,rachel,Rachel,nf,0.888888888888889
bobby,bobby,bobby pin,nm,0.8518518518518517
dettagli,dettaglio,details,"nm, pl",0.8134920634920636
chiaramente,chiaramente,clearly,adv,0.5670995670995671
rispondi,rispondere,to answer,verb,0.4583333333333333
capace,capace,capable,adj,0.8492063492063492
distrutto,distruggere,destroyed,"adj, verb",0.7037037037037037
forze,forza,forces,"nf, pl",0.8222222222222223
importanza,importanza,importance,nf,0.8666666666666667
debba,dovere,must,verb,0.0
importanti,importante,important,adj,0.9666666666666667
particolare,particolare,particular,"adj, nm",0.9060606060606061
stanco,stanco,tired,adj,0.45555555555555555
piani,piano,plans,"m, pl",0.7333333333333334
mantenere,mantenere,to maintain,verb,0.436026936026936
piaceva,piacere,to like,verb,0.42857142857142855
richiesta,richiesta,request,nf,0.671957671957672
parecchio,parecchio,a lot,"adj, adv, pron",0.43703703703703706
dando,dare,to give,verb,0.0
principale,principale,main,"adj, nmf",0.5666666666666667
rose,rosa,pink,"adj, nm",0.0
insegnato,insegnare,taught,"verb, adj",0.5185185185185185
faccenda,faccenda,matter,nf,0.5277777777777778
vento,vento,wind,nm,0.48333333333333334
immaginare,immaginare,to imagine,verb,0.7999999999999999
dimenticare,dimenticare,to forget,verb,0.42424242424242414
matto,matto,mad,"adj, nm",0.6888888888888888
convinto,convincere,convinced,"adj, verb",0.8055555555555555
rovinato,rovinare,ruined,"adj, verb",0.625
campione,campione,champion,nm,0.9166666666666666
buonasera,buonasera,good evening,"f, interj",0.4166666666666667
braccia,braccio,arms,"f, pl",0.42857142857142855
laggiu,laggiù,down there,adv,0.0
decisamente,decisamente,decidedly,adv,0.6700336700336701
washington,Washington,Washington,nm,0.9333333333333332
usando,usare,to use,verb,0.0
provando,provare,trying,verb,0.5277777777777778
momenti,momento,moments,"nm, pl",0.9047619047619048
sbagliata,sbagliato,wrong,adj,0.43703703703703706
andrò,andare,to go,verb,0.0
pensarci,pensare,to think about it,verb,0.406045751633987
mercato,mercato,market,nm,0.6428571428571429
valore,valore,value,nm,0.8222222222222223
sbrigati,sbrigarsi,hurry up,verb,0.4166666666666667
salire,salire,to go up,verb,0.0
drink,bere,to drink,verb,0.875
riuscire,riuscire,to succeed,verb,0.5499999999999999
spiegare,spiegare,to explain,verb,0.44722222222222224
principessa,principe,princess,nf,0.9090909090909092
provo,provare,to try,verb,0.45555555555555555
avro,avere,to have,verb,0.46428571428571425
attenta,attento,careful,adj,0.5238095238095238
zitta,zitto,quiet,adj,0.6
eddie,eddie,Eddie,m,0.8666666666666667
andy,andare,go,verb,0.0
bellezza,bellezza,beauty,nf,0.5277777777777778
prendete,prendere,to take,verb,0.3452380952380952
tanta,tanto,so much,"adj, adv",0.0
morendo,morire,to die,verb,0.5317460317460317
