Word,Infinitive,English_Translation,Word_Type,Jaro_Score,Initial_Jaro,Rule_Chain,Max_Jaro_Score
paziente,paziente,patient,"adj, nmf",0.8690476190476191,0.8690476190476191,replace-z-t + suffix-e-,1.0
scarpe,scarpa,shoes,"nf, pl",0.5777777777777778,0.5777777777777778,,0.5777777777777778
danny,Danny,Danny,nm,0.8666666666666667,1.0,,1.0
livello,livello,level,nm,0.7071428571428572,0.7071428571428572,,0.7071428571428572
mentito,mentire,to lie,verb,0.4365079365079365,0.4920634920634921,,0.4920634920634921
viva,vivo,alive,adj,0.6333333333333333,0.6333333333333333,,0.6333333333333333
spettacolo,spettacolo,show,nm,0.45,0.45,,0.45
visita,visitare,visit,"nf, verb",0.9444444444444445,0.9444444444444445,suffix-a-,1.0
precedenti,precedente,previous,"adj, nm, pl",0.5583333333333333,0.5583333333333333,,0.5583333333333333
mica,mica,at all,adv,0.47222222222222215,0.48333333333333334,,0.48333333333333334
sinistra,sinistro,left,"adj, nf",0.4583333333333333,0.4583333333333333,,0.4583333333333333
percio,perciò,therefore,"conj, adv",0.611111111111111,0.611111111111111,,0.611111111111111
processo,processo,process,nm,0.9583333333333334,0.9583333333333334,suffix-o-,1.0
mare,mare,sea,nm,0.5277777777777778,0.5277777777777778,,0.5277777777777778
direttore,direttore,director,nm,0.8842592592592592,0.8842592592592592,replace-tt-ct + suffix-e-,1.0
intelligente,intelligente,intelligent,adj,0.9722222222222222,0.9722222222222222,suffix-e-,1.0
mary,marry,to marry,verb,0.7083333333333334,0.9333333333333332,,0.9333333333333332
rende,rendere,to make,verb,0.44761904761904764,0.48333333333333334,,0.48333333333333334
classe,classe,class,nf,0.9444444444444445,0.9444444444444445,suffix-e-,1.0
ehm,ehm,um,interj,0.0,0.0,,0.0
scorsa,scorso,last,"adj, f, sg",0.47222222222222215,0.47222222222222215,,0.47222222222222215
bianco,bianco,white,"adj, nm",0.45555555555555555,0.45555555555555555,,0.45555555555555555
tavolo,tavolo,table,"m, nm",0.7000000000000001,0.7000000000000001,,0.7000000000000001
stagione,stagione,season,nf,0.7222222222222222,0.7222222222222222,,0.7222222222222222
nick,nick,nickname,nm,0.8333333333333334,0.8333333333333334,,0.8333333333333334
dannazione,dannazione,damnation,"nf, interj",0.825925925925926,0.825925925925926,,0.825925925925926
cavallo,cavallo,horse,nm,0.0,0.0,,0.0
sergente,sergente,sergeant,nmf,0.9166666666666666,0.9166666666666666,,0.9166666666666666
incinta,incinto,pregnant,adj,0.6071428571428571,0.6071428571428571,,0.6071428571428571
rotto,rotto,broken,"adj, m",0.5777777777777778,0.5777777777777778,,0.5777777777777778
episodio,episodio,episode,nm,0.8690476190476191,0.8690476190476191,,0.8690476190476191
rispondere,rispondere,to answer,verb,0.6185185185185186,0.6055555555555555,,0.6055555555555555
contento,contento,happy,"adj, nm",0.0,0.0,,0.0
inglese,inglese,English,"adj, nmf",0.7142857142857143,0.7142857142857143,,0.7142857142857143
volo,volo,flight,nm,0.47222222222222215,0.47222222222222215,,0.47222222222222215
attraverso,attraverso,through,"prep, adv",0.49523809523809526,0.49523809523809526,,0.49523809523809526
differenza,differenza,difference,nf,0.8666666666666667,0.8666666666666667,suffix-enza-ence,1.0
coi,con il,with the,"prep, art",0.4861111111111111,0.4920634920634921,,0.4920634920634921
codice,codice,code,nm,0.8888888888888888,0.8888888888888888,,0.8888888888888888
lato,lato,side,nm,0.0,0.0,,0.0
hotel,hotel,hotel,nm,1.0,1.0,,1.0
maggiore,maggiore,greater,"adj, nm",0.5238095238095238,0.5238095238095238,,0.5238095238095238
farsi,farsi,to become,verb,0.0,0.0,,0.0
uniti,unire,united,"adj, verb",0.8222222222222223,0.8222222222222223,,0.8222222222222223
eccolo,eccolo,here he is,"adv, pron",0.4222222222222222,0.4305555555555555,,0.4305555555555555
carne,carne,meat,nf,0.48333333333333334,0.48333333333333334,,0.48333333333333334
star,star,star,nf,1.0,1.0,,1.0
umano,umano,human,"adj, nm",0.8666666666666667,0.8666666666666667,prefix-h-none + suffix-o-,1.0
de,de,of,prep,0.0,0.0,,0.0
libera,liberare,free,"adj, verb",0.47222222222222215,0.47222222222222215,,0.47222222222222215
caldo,caldo,hot,"adj, nm",0.0,0.0,,0.0
pelle,pelle,skin,nf,0.0,0.0,,0.0
interno,interno,internal,"adj, nm",0.8690476190476191,0.8690476190476191,,0.8690476190476191
temo,temere,to fear,verb,0.5952380952380952,0.5,,0.5
comandante,comandante,commander,nmf,0.825925925925926,0.825925925925926,,0.825925925925926
pomeriggio,pomeriggio,afternoon,nm,0.5444444444444444,0.5444444444444444,,0.5444444444444444
documenti,documento,documents,"m, pl",0.9259259259259259,0.9259259259259259,,0.9259259259259259
giudice,giudice,judge,"nm, nf",0.6761904761904761,0.6761904761904761,,0.6761904761904761
mostro,mostro,monster,nm,0.8492063492063492,0.8492063492063492,,0.8492063492063492
destra,destro,right,"adj, nf",0.45555555555555555,0.45555555555555555,,0.45555555555555555
luna,luna,moon,nf,0.5,0.5,,0.5
ringrazio,ringraziare,to thank,verb,0.41203703703703703,0.37407407407407406,,0.37407407407407406
pericoloso,pericoloso,dangerous,adj,0.6148148148148148,0.6148148148148148,,0.6148148148148148
figliolo,figliolo,son,nm,0.0,0.0,,0.0
jake,jacer,to throw,verb,0.0,0.0,,0.0
vino,vino,wine,nm,0.6666666666666666,0.6666666666666666,,0.6666666666666666
presente,presente,present,"adj, nm",0.9583333333333334,0.9583333333333334,suffix-e-,1.0
arrivederci,arrivederci,goodbye,interj,0.32251082251082247,0.32251082251082247,,0.32251082251082247
caffè,caffè,coffee,nm,0.7000000000000001,0.7000000000000001,,0.7000000000000001
barca,barca,boat,nf,0.6333333333333333,0.6333333333333333,,0.6333333333333333
maledizione,maledizione,curse,nf,0.43030303030303035,0.43030303030303035,,0.43030303030303035
lezione,lezione,lesson,nf,0.746031746031746,0.746031746031746,,0.746031746031746
intero,intero,whole,"adj, nm",0.45555555555555555,0.45555555555555555,,0.45555555555555555
nord,nord,north,nm,0.7833333333333333,0.7833333333333333,,0.7833333333333333
jimmy,jimmare,crowbar,verb,0.0,0.0,,0.0
congratulazioni,congratulazione,congratulations,"nf, pl",0.9111111111111111,0.9111111111111111,,0.9111111111111111
data,data,date,"nf, sg",0.8333333333333334,0.8333333333333334,suffix-a-e,1.0
sposato,sposare,married,"adj, verb",0.0,0.0,,0.0
treno,treno,train,nm,0.7333333333333334,0.7333333333333334,,0.7333333333333334
radio,radio,radio,nf,1.0,1.0,,1.0
comune,comune,common,"adj, nm",0.7777777777777777,0.7777777777777777,,0.7777777777777777
cattivo,cattivo,bad,"adj, nm",0.4920634920634921,0.4920634920634921,,0.4920634920634921
imparato,imparare,to learn,verb,0.5,0.5499999999999999,,0.5499999999999999
responsabile,responsabile,responsible,"adj, nmf",0.9419191919191919,0.9419191919191919,suffix-abile-ible,1.0
farcela,farcela,to make it,verb,0.49523809523809526,0.5396825396825397,,0.5396825396825397
bomba,bomba,bomb,nf,0.9333333333333332,0.9333333333333332,suffix-a-,1.0
periodo,periodo,period,nm,0.9523809523809524,0.9523809523809524,suffix-o-,1.0
energia,energia,energy,nf,0.8492063492063492,0.8492063492063492,suffix-ia-y,1.0
segno,segno,sign,nm,0.7833333333333333,0.7833333333333333,,0.7833333333333333
calmati,calmarsi,to calm down,"verb, sentence",0.576984126984127,0.6904761904761904,,0.6904761904761904
accidenti,accidente,damn,"interj, nm, pl",0.5740740740740741,0.5740740740740741,,0.5740740740740741
speranza,speranza,hope,nf,0.5833333333333334,0.5833333333333334,,0.5833333333333334
rischio,rischio,risk,nm,0.7261904761904763,0.7261904761904763,,0.7261904761904763
rosso,rosso,red,"adj, nm",0.5111111111111111,0.5111111111111111,,0.5111111111111111
soprattutto,soprattutto,especially,adv,0.5242424242424243,0.5242424242424243,,0.5242424242424243
combattere,combattere,to fight,verb,0.48333333333333334,0.43333333333333335,,0.43333333333333335
tocca,toccare,to touch,verb,0.6583333333333333,0.7333333333333334,,0.7333333333333334
operazione,operazione,operation,nf,0.8962962962962964,0.8962962962962964,suffix-zione-tion,1.0
sexy,sexy,sexy,adj,1.0,1.0,,1.0
gamba,gamba,leg,nf,0.0,0.0,,0.0
biglietto,biglietto,ticket,nm,0.611111111111111,0.611111111111111,,0.611111111111111
ufficiale,ufficiale,official,"adj, nm",0.8842592592592592,0.8842592592592592,,0.8842592592592592
pressione,pressione,pressure,nf,0.8055555555555555,0.8055555555555555,,0.8055555555555555
seguito,seguire,followed,"adj, nm, verb",0.4226190476190476,0.4226190476190476,,0.4226190476190476
nascosto,nascondere,hidden,"adj, verb",0.0,0.0,,0.0
maestro,maestro,teacher,"nm, adj",0.5079365079365079,0.5079365079365079,,0.5079365079365079
benvenuto,benvenuto,welcome,"adj, nm, interj",0.5026455026455027,0.5026455026455027,,0.5026455026455027
offerta,offerta,offer,nf,0.9047619047619048,0.9047619047619048,,0.9047619047619048
vite,vite,screw,nf,0.48333333333333334,0.48333333333333334,,0.48333333333333334
scherzo,scherzo,joke,nm,0.46428571428571425,0.46428571428571425,,0.46428571428571425
finta,finto,feint,"nf, adj",0.8666666666666667,0.8666666666666667,,0.8666666666666667
testimone,testimone,witness,nmf,0.5052910052910052,0.5052910052910052,,0.5052910052910052
banca,banca,bank,nf,0.7833333333333333,0.7833333333333333,,0.7833333333333333
stronzate,stronzata,nonsense,"nf, pl",0.5648148148148148,0.5648148148148148,,0.5648148148148148
indirizzo,indirizzo,address,nm,0.5026455026455027,0.5026455026455027,,0.5026455026455027
tale,tale,such,"adj, pron, nm",0.0,0.0,,0.0
ottenere,ottenere,to obtain,verb,0.4583333333333333,0.625,,0.625
jim,gym,gym,nf,0.5555555555555555,0.5555555555555555,,0.5555555555555555
esperienza,esperienza,experience,nf,0.7999999999999999,0.7999999999999999,,0.7999999999999999
messa,messa,mass,nf,0.7833333333333333,0.7833333333333333,,0.7833333333333333
piangere,piangere,to cry,verb,0.4305555555555555,0.0,,0.0
bill,bill,bill,nm,1.0,1.0,,1.0
tony,tony,tracksuit,nm,0.4537037037037037,0.4537037037037037,,0.4537037037037037
sud,sud,south,nm,0.6888888888888888,0.6888888888888888,,0.6888888888888888
pianeta,pianeta,planet,nm,0.8492063492063492,0.8492063492063492,,0.8492063492063492
inoltre,inoltre,moreover,"adv, conj",0.6011904761904762,0.6011904761904762,,0.6011904761904762
serie,serie,series,nf,0.9444444444444445,0.9444444444444445,suffix-es-e,1.0
ray,ray,ray,nm,1.0,1.0,,1.0
porca,porco,pig,"nf, adj",0.5111111111111111,0.5111111111111111,,0.5111111111111111
guida,guidare,guide,"verb, nf",0.8666666666666667,0.8666666666666667,suffix-a-e,1.0
prezzo,prezzo,price,nm,0.7000000000000001,0.7000000000000001,,0.7000000000000001
arrabbiato,arrabbiare,angry,"adj, verb",0.5333333333333333,0.5333333333333333,,0.5333333333333333
orribile,orribile,horrible,adj,0.9166666666666666,0.9166666666666666,prefix-h-none + suffix-bile-ble,1.0
ritorno,ritornare,return,"nm, verb",0.746031746031746,0.746031746031746,,0.746031746031746
animali,animale,animals,"nm, pl",0.9047619047619048,0.9047619047619048,,0.9047619047619048
enorme,enorme,enormous,adj,0.8194444444444445,0.8194444444444445,,0.8194444444444445
harry,harrire,to harry,verb,0.875,1.0,,1.0
passaggio,passaggio,passage,nm,0.8412698412698413,0.8412698412698413,,0.8412698412698413
progetto,progetto,project,nm,0.7797619047619048,0.7797619047619048,,0.7797619047619048
danno,danno,damage,nm,0.5777777777777778,0.5777777777777778,,0.5777777777777778
naturalmente,naturalmente,naturally,adv,0.7870370370370371,0.7870370370370371,,0.7870370370370371
colpevole,colpevole,guilty,"adj, nmf",0.4259259259259259,0.4259259259259259,,0.4259259259259259
ragazzino,ragazzino,young boy,nm,0.48148148148148145,0.49074074074074076,,0.49074074074074076
metri,metro,meters,"nm, pl",0.8222222222222223,0.8222222222222223,,0.8222222222222223
tommy,tommy,Tommy,nm,0.8666666666666667,1.0,,1.0
mossa,mossa,move,nf,0.6333333333333333,0.6333333333333333,,0.6333333333333333
finestra,finestra,window,nf,0.5277777777777778,0.5277777777777778,,0.5277777777777778
suppongo,supporre,to suppose,verb,0.6722222222222222,0.7797619047619048,,0.7797619047619048
destino,destino,destiny,nm,0.9047619047619048,0.9047619047619048,,0.9047619047619048
saltare,saltare,to jump,verb,0.0,0.0,,0.0
correre,correre,to run,verb,0.5396825396825397,0.4920634920634921,,0.4920634920634921
frega,fregare,to care,verb,0.44761904761904764,0.6333333333333333,,0.6333333333333333
edificio,edificio,building,nm,0.47222222222222215,0.47222222222222215,,0.47222222222222215
colazione,colazione,breakfast,nf,0.40740740740740744,0.40740740740740744,,0.40740740740740744
collo,collo,neck,nm,0.0,0.0,,0.0
difesa,difesa,defense,nf,0.6626984126984127,0.6626984126984127,,0.6626984126984127
fiducia,fiducia,trust,nf,0.44761904761904764,0.44761904761904764,,0.44761904761904764
ristorante,ristorante,restaurant,nm,0.7523809523809524,0.7523809523809524,,0.7523809523809524
laboratorio,laboratorio,laboratory,nm,0.9060606060606061,0.9060606060606061,suffix-orio-ory,1.0
comando,comandare,command,"nm, verb",0.9047619047619048,0.9047619047619048,,0.9047619047619048
arte,arte,art,nf,0.9166666666666666,0.9166666666666666,suffix-e-,1.0
meta,meta,goal,nf,0.5,0.5,,0.5
discorso,discorso,speech,nm,0.5277777777777778,0.5277777777777778,,0.5277777777777778
nove,nove,nine,"num, nm",0.6666666666666666,0.6666666666666666,,0.6666666666666666
segnale,segnale,signal,nm,0.8492063492063492,0.8492063492063492,,0.8492063492063492
fortunato,fortunato,lucky,"adj, nm",0.43703703703703706,0.43703703703703706,,0.43703703703703706
carriera,carriera,career,nf,0.7527777777777779,0.7527777777777779,,0.7527777777777779
blu,blu,blue,"adj, nm",0.9166666666666666,0.9166666666666666,,0.9166666666666666
cominciare,cominciare,to start,verb,0.5583333333333333,0.0,,0.0
muro,muro,wall,nm,0.0,0.0,,0.0
will,volontà,will,nf,1.0,1.0,,1.0
tranne,tranne,except,"prep, conj",0.4444444444444444,0.4444444444444444,,0.4444444444444444
bob,bob,bob,nm,1.0,1.0,,1.0
proteggere,proteggere,to protect,verb,0.5333333333333333,0.7380952380952381,,0.7380952380952381
dubbio,dubbio,doubt,nm,0.7000000000000001,0.7000000000000001,,0.7000000000000001
stazione,stazione,station,nf,0.8690476190476191,0.8690476190476191,suffix-zione-tion,1.0
emergenza,emergenza,emergency,nf,0.8518518518518517,0.8518518518518517,,0.8518518518518517
giustizia,giustizia,justice,nf,0.5052910052910052,0.5052910052910052,,0.5052910052910052
immediatamente,immediatamente,immediately,adv,0.8203463203463204,0.8203463203463204,,0.8203463203463204
odore,odore,smell,nm,0.0,0.0,,0.0
college,college,boarding school,nm,0.47301587301587295,0.4761904761904762,,0.4761904761904762
contrario,contrario,opposite,"adj, nm",0.4583333333333333,0.4583333333333333,,0.4583333333333333
terzo,terzo,third,"adj, nm",0.6,0.6,,0.6
locale,locale,local,"adj, nm",0.9444444444444445,0.9444444444444445,suffix-ale-al,1.0
battaglia,battaglia,battle,nf,0.7962962962962963,0.7962962962962963,,0.7962962962962963
notato,notare,noticed,"verb, adj",0.6428571428571429,0.6428571428571429,,0.6428571428571429
sceriffo,sceriffo,sheriff,nm,0.8690476190476191,0.8690476190476191,,0.8690476190476191
evitare,evitare,to avoid,verb,0.4900793650793651,0.5619047619047619,,0.5619047619047619
spirito,spirito,spirit,nm,0.9523809523809524,0.9523809523809524,suffix-o-,1.0
seduto,seduto,sitting,"adj, nm",0.5396825396825397,0.5396825396825397,,0.5396825396825397
ryan,ryan,Ryan,nm,0.8333333333333334,1.0,,1.0
lingua,lingua,language,nf,0.8194444444444445,0.8194444444444445,,0.8194444444444445
dipartimento,dipartimento,department,nm,0.8833333333333333,0.8833333333333333,,0.8833333333333333
massimo,massimo,maximum,"adj, nm",0.7142857142857143,0.7142857142857143,,0.7142857142857143
praticamente,praticamente,practically,adv,0.6922799422799423,0.6922799422799423,,0.6922799422799423
riunione,riunione,meeting,nf,0.5119047619047619,0.5119047619047619,,0.5119047619047619
rumore,rumore,noise,nm,0.5777777777777778,0.5777777777777778,,0.5777777777777778
torta,torta,cake,nf,0.0,0.0,,0.0
accanto,accanto,beside,"adv, prep",0.0,0.0,,0.0
eroe,eroe,hero,nm,0.8333333333333334,0.8333333333333334,prefix-h-none + suffix-e-,1.0
turno,turno,turn,nm,0.9333333333333332,0.9333333333333332,suffix-o-,1.0
entrambe,entrambi,both,"adj, pron",0.4583333333333333,0.4583333333333333,,0.4583333333333333
londra,londra,London,nf,0.6666666666666666,0.7777777777777777,,0.7777777777777777
fiori,fiore,flowers,"nm, pl",0.6761904761904761,0.6761904761904761,,0.6761904761904761
persino,persino,even,adv,0.5952380952380952,0.5952380952380952,,0.5952380952380952
ovvio,ovvio,obvious,adj,0.7904761904761904,0.7904761904761904,,0.7904761904761904
furgone,furgone,van,nm,0.0,0.0,,0.0
amy,amy,ami,nm,0.7777777777777777,0.7777777777777777,,0.7777777777777777
coppia,coppia,couple,nf,0.6666666666666666,0.6666666666666666,,0.6666666666666666
ridere,ridere,to laugh,verb,0.0,0.0,,0.0
pausa,pausa,pause,nf,0.8666666666666667,0.8666666666666667,suffix-a-e,1.0
billy,billy,billy goat,nm,0.8333333333333334,0.8518518518518517,,0.8518518518518517
grave,grave,serious,adj,0.44761904761904764,0.44761904761904764,,0.44761904761904764
memoria,memoria,memory,nf,0.8492063492063492,0.8492063492063492,suffix-ia-y,1.0
cosi',cosi',thus,"adv, conj",0.48333333333333334,0.48333333333333334,,0.48333333333333334
naso,naso,nose,nm,0.6666666666666666,0.6666666666666666,,0.6666666666666666
nemico,nemico,enemy,"nm, adj",0.5888888888888889,0.5888888888888889,,0.5888888888888889
colonnello,colonnello,colonel,nm,0.9,0.9,,0.9
richard,Richard,Richard,nm,0.9047619047619048,1.0,,1.0
costa,costare,coast,"nf, verb",0.8666666666666667,0.8666666666666667,,0.8666666666666667
laggiù,laggiù,down there,adv,0.0,0.0,,0.0
scatola,scatola,box,nf,0.0,0.0,,0.0
albero,albero,tree,nm,0.47222222222222215,0.47222222222222215,,0.47222222222222215
tribunale,tribunale,court,nm,0.37407407407407406,0.37407407407407406,,0.37407407407407406
razza,razza,race,nf,0.6333333333333333,0.6333333333333333,,0.6333333333333333
anello,anello,ring,nm,0.47222222222222215,0.47222222222222215,,0.47222222222222215
ferita,ferita,wound,nf,0.0,0.0,,0.0
ferito,ferito,wounded,"adj, nm",0.0,0.0,,0.0
cerchi,cerchio,circles,"nm, pl",0.6428571428571429,0.6428571428571429,,0.6428571428571429
sentimenti,sentimento,feelings,"nm, pl",0.5499999999999999,0.5499999999999999,,0.5499999999999999
arresto,arresto,arrest,nm,0.9523809523809524,0.9523809523809524,suffix-o-,1.0
soldato,soldato,soldier,nm,0.7142857142857143,0.7142857142857143,,0.7142857142857143
natura,natura,nature,nf,0.888888888888889,0.888888888888889,suffix-ura-ure,1.0
inutile,inutile,useless,adj,0.6190476190476191,0.6190476190476191,,0.6190476190476191
colore,colore,color,nm,0.9444444444444445,0.9444444444444445,suffix-e-,1.0
basso,basso,low,"adj, nm",0.0,0.0,,0.0
don,don,don,nm,1.0,1.0,,1.0
anzi,anzi,rather,"adv, conj",0.47222222222222215,0.47222222222222215,,0.47222222222222215
daniel,Daniel,Daniel,nm,0.888888888888889,1.0,,1.0
preferito,preferito,favorite,"adj, nm",0.5935185185185184,0.5935185185185184,,0.5935185185185184
utile,utile,useful,"adj, nm",0.5888888888888889,0.5888888888888889,,0.5888888888888889
parigi,Parigi,Paris,f,0.7000000000000001,0.8222222222222223,,0.8222222222222223
kevin,kevin,Kevin,nm,0.8666666666666667,1.0,,1.0
professore,professore,teacher,nm,0.46507936507936504,0.46507936507936504,,0.46507936507936504
fidanzato,fidanzato,fiancé,"adj, nm",0.7037037037037037,0.7037037037037037,,0.7037037037037037
legale,legale,legal,"adj, nmf",0.9444444444444445,0.9444444444444445,suffix-ale-al,1.0
compito,compito,task,nm,0.0,0.0,,0.0
srt,short,short,adj,0.5111111111111111,0.5111111111111111,,0.5111111111111111
corte,corto,short,"adj, pl",0.7333333333333334,0.7333333333333334,,0.7333333333333334
pesce,pesce,fish,nm,0.48333333333333334,0.48333333333333334,,0.48333333333333334
johnny,johnny,Johnny,nm,0.888888888888889,1.0,,1.0
obiettivo,obiettivo,objective,"nm, adj",0.7777777777777777,0.7777777777777777,,0.7777777777777777
nato,nascere,born,"adj, verb",0.0,0.0,,0.0
show,show,to show,verb,0.46428571428571425,1.0,,1.0
conta,contare,to count,"verb, nf",0.5472222222222222,0.8666666666666667,,0.8666666666666667
accesso,accesso,access,nm,0.9523809523809524,0.9523809523809524,suffix-o-,1.0
breve,breve,short,"adj, nm",0.0,0.0,,0.0
risolvere,risolvere,to solve,verb,0.6601851851851852,0.8518518518518517,,0.8518518518518517
isola,isola,island,nf,0.8222222222222223,0.8222222222222223,,0.8222222222222223
povero,povero,poor,"adj, nm",0.75,0.75,,0.75
stavolta,stavolta,this time,adv,0.4583333333333333,0.47222222222222215,,0.47222222222222215
mark,marca,brand,"f, pl",0.4666666666666666,0.4666666666666666,,0.4666666666666666
affrontare,affrontare,to face,verb,0.5738095238095239,0.39999999999999997,,0.39999999999999997
opera,opera,work,nf,0.6333333333333333,0.6333333333333333,,0.6333333333333333
anna,annaffiare,I water,verb,0.46428571428571425,0.47222222222222215,,0.47222222222222215
ballare,ballare,to dance,verb,0.5119047619047619,0.5619047619047619,,0.5619047619047619
bacio,bacio,kiss,nm,0.0,0.0,,0.0
resti,resto,remains,"nm, pl",0.6761904761904761,0.6761904761904761,,0.6761904761904761
bordo,bordo,edge,nm,0.0,0.0,,0.0
sbaglio,sbaglio,mistake,nm,0.5238095238095238,0.5238095238095238,,0.5238095238095238
verde,verde,green,"adj, nm",0.6222222222222222,0.6222222222222222,,0.6222222222222222
improvviso,improvviso,sudden,"adj, nm",0.0,0.0,,0.0
fianco,fianco,side,nm,0.47222222222222215,0.47222222222222215,,0.47222222222222215
alzati,alzarsi,to get up,verb,0.4259259259259259,0.45555555555555555,,0.45555555555555555
accettare,accettare,to accept,verb,0.7037037037037037,0.7962962962962963,,0.7962962962962963
metà,metà,half,nf,0.0,0.0,,0.0
continuo,continuo,continuous,"adj, nm",0.9333333333333332,0.9333333333333332,suffix-o-ous,1.0
peso,peso,weight,nm,0.47222222222222215,0.47222222222222215,,0.47222222222222215
stile,stile,style,nm,0.8666666666666667,0.8666666666666667,,0.8666666666666667
corsa,corsa,race,nf,0.0,0.0,,0.0
entrata,entrata,entrance,nf,0.7797619047619048,0.7797619047619048,,0.7797619047619048
soluzione,soluzione,solution,nf,0.8842592592592592,0.8842592592592592,suffix-zione-tion,1.0
maria,maria,Mary,nf,0.6333333333333333,0.7833333333333333,suffix-ia-y,1.0
fanculo,fanculo,fuck off,interj,0.6071428571428571,0.6190476190476191,,0.6190476190476191
contratto,contratto,contract,nm,0.8842592592592592,0.8842592592592592,replace-tt-ct + suffix-o-,1.0
arrabbiata,arrabbiato,angry,"adj, nf",0.5333333333333333,0.5333333333333333,,0.5333333333333333
retro,retro,back,"nm, adj, adv",0.0,0.0,,0.0
meraviglioso,meraviglioso,wonderful,adj,0.5277777777777778,0.5277777777777778,,0.5277777777777778
denti,dente,teeth,"nm, pl",0.6,0.6,,0.6
fidati,fidarsi,to trust,verb,0.4305555555555555,0.45555555555555555,,0.45555555555555555
sveglia,sveglia,alarm clock,nf,0.48917748917748916,0.49523809523809526,,0.49523809523809526
ultimamente,ultimamente,lately,adv,0.5934343434343434,0.5934343434343434,,0.5934343434343434
creato,creare,created,"verb, adj, m",0.8492063492063492,0.8492063492063492,suffix-ato-ate + suffix-ed-e,1.0
dipende,dipendere,to depend,verb,0.7301587301587301,0.7825396825396825,,0.7825396825396825
innocente,innocente,innocent,"adj, nmf",0.9629629629629629,0.9629629629629629,suffix-e-,1.0
scopo,scopo,purpose,nm,0.3952380952380952,0.3952380952380952,,0.3952380952380952
coltello,coltello,knife,nm,0.44166666666666665,0.44166666666666665,,0.44166666666666665
chris,Chris,Chris,nmf,0.8666666666666667,1.0,,1.0
fila,fila,row,nf,0.0,0.0,,0.0
magia,magia,magic,nf,0.8666666666666667,0.8666666666666667,,0.8666666666666667
procuratore,procuratore,prosecutor,nm,0.8007575757575758,0.8007575757575758,,0.8007575757575758
vendere,vendere,to sell,verb,0.42857142857142855,0.46428571428571425,,0.46428571428571425
pantaloni,pantalone,trousers,"m, pl",0.41203703703703703,0.41203703703703703,,0.41203703703703703
miss,miss,miss,nf,1.0,1.0,,1.0
centrale,centrale,central,"adj, nf",0.9583333333333334,0.9583333333333334,suffix-ale-al,1.0
azione,azione,action,nf,0.7777777777777777,0.7777777777777777,replace-zione-ction,1.0
principe,principe,prince,nm,0.9166666666666666,0.9166666666666666,,0.9166666666666666
cadavere,cadavere,corpse,nm,0.5277777777777778,0.5277777777777778,,0.5277777777777778
chiusa,chiuso,closed,"adj, nf",0.5555555555555555,0.5555555555555555,,0.5555555555555555
fede,fede,faith,nf,0.48333333333333334,0.48333333333333334,,0.48333333333333334
nipote,nipote,grandchild,nmf,0.4222222222222222,0.4222222222222222,,0.4222222222222222
riuscita,riuscita,success,nf,0.4900793650793651,0.4900793650793651,,0.4900793650793651
stampa,stampare,press,"nf, verb",0.0,0.0,,0.0
assistente,assistente,assistant,nmf,0.8962962962962964,0.8962962962962964,,0.8962962962962964
ognuno,ognuno,everyone,pron,0.3611111111111111,0.3611111111111111,,0.3611111111111111
robert,rompere,to break,verb,0.6388888888888888,0.5888888888888889,,0.5888888888888889
debole,debole,weak,"adj, nmf",0.47222222222222215,0.47222222222222215,,0.47222222222222215
risultati,risultato,results,"nm, pl",0.7566137566137566,0.7566137566137566,,0.7566137566137566
ridicolo,ridicolo,ridiculous,"adj, nm",0.8107142857142856,0.8107142857142856,,0.8107142857142856
vaffanculo,vaffanculo,fuck you,interj,0.5499999999999999,0.5738095238095239,,0.5738095238095239
andarci,andarci,to go there,verb,0.0,0.42857142857142855,,0.42857142857142855
adam,adamante,adamant,"adj, nm",0.8571428571428571,0.8571428571428571,,0.8571428571428571
grandioso,grandioso,grand,adj,0.8518518518518517,0.8518518518518517,,0.8518518518518517
americano,americano,American,"adj, nm",0.8842592592592592,0.9629629629629629,suffix-o-,1.0
gesù,gesù,Jesus,nm,0.6333333333333333,0.6333333333333333,,0.6333333333333333
francese,francese,French,"adj, nmf",0.6388888888888888,0.7527777777777779,,0.7527777777777779
taxi,taxi,taxi,nm,1.0,1.0,,1.0
sottotitoli,sottotitolo,subtitles,"nm, pl",0.6033670033670034,0.6033670033670034,,0.6033670033670034
peggiore,peggiore,worse,"adj, nmf",0.44166666666666665,0.44166666666666665,,0.44166666666666665
angolo,angolo,corner,nm,0.38888888888888884,0.38888888888888884,,0.38888888888888884
latte,latte,milk,nm,0.0,0.0,,0.0
buio,buio,darkness,"nm, adj",0.0,0.0,,0.0
malattia,malattia,disease,nf,0.4226190476190476,0.4226190476190476,,0.4226190476190476
gatto,gatto,cat,nm,0.6888888888888888,0.6888888888888888,,0.6888888888888888
suona,suonare,to play,verb,0.5619047619047619,0.0,,0.0
brian,brire,howls,"verb, m, pl",0.0,0.0,,0.0
estate,estate,summer,nf,0.5555555555555555,0.5555555555555555,,0.5555555555555555
scomparsa,scomparso,disappearance,"nf, adj",0.5133903133903134,0.5133903133903134,,0.5133903133903134
condizioni,condizione,conditions,"nf, pl",0.8666666666666667,0.8666666666666667,,0.8666666666666667
muoviti,muovere,to move,"verb, sentence",0.5238095238095238,0.7261904761904763,,0.7261904761904763
charles,charles,Charles,nm,0.9047619047619048,1.0,,1.0
